-9.804e-13	0.0014843	0.0029402	0.0043643	0.005753	0.0071033	0.008413	0.0096813	0.010908	0.012094	0.013241	0.014349	0.015421	0.01646	0.017469	0.018451	0.019408	0.020341	0.021254	0.022147	0.023023	0.023883	0.024729	0.025561	0.026381	0.02719	0.027989	0.028779	0.029561	0.030336	0.031105	0.031869	0.03263	0.033389	0.034149	0.034913	0.035687	0.036476	0.037288	0.038134	0.039027	0.039984	0.041028	0.042191	0.043512	0.045047	0.046869	0.049075	0.051792	0.055174	0.059399	0.064632	0.070982	0.078446	0.086885	0.096057	0.10569	0.11554	0.12549	0.13545	0.14541	0.15537	0.16533	0.17528	0.1852	0.19506	0.20484	0.21448	0.2239	0.23304	0.24181	0.25014	0.258	0.26536	0.27225	0.27869	0.28476	0.29052	0.29606	0.30146	0.3068	0.31219	0.3177	0.32344	0.32947	0.33589	0.34277	0.35015	0.35804	0.36643	0.37527	0.38449	0.39399	0.40369	0.41353	0.42344	0.43338	0.44334	0.4533	0.46327	0.47323	0.4832	0.49316	0.50312	0.51309	0.52305	0.53302	0.54298	0.55294	0.56291	0.57287	0.58284	0.5928	0.60276	0.61273	0.62269	0.63266	0.64262	0.65258	0.66255	0.67251	0.68248	0.69244	0.7024	0.71237	0.72233	0.7323	0.74226	0.75223	0.76219	0.77215	0.78212	0.79208	0.80205	0.81201	0.82197	0.83194	0.8419	0.85186	0.86181	0.87165	0.88124	0.89032	0.89858	0.90576	0.91176	0.9166	0.92045	0.92349	0.92592	0.92788	0.92949	0.93086	0.93204	0.93309	0.93404	0.93492	0.93576	0.93657	0.93736	0.93815	0.93893	0.93973	0.94054	0.94137	0.94222	0.94309	0.94398	0.9449	0.94583	0.9468	0.94778	0.9488	0.94984	0.95091	0.952	0.95313	0.95428	0.95547	0.9567	0.95797	0.95927	0.96062	0.96202	0.96347	0.96497	0.96654	0.96818	0.9699	0.9717	0.97361	0.97562	0.97775	0.98001	0.98242	0.98497	0.98767	0.99053	0.99354	0.9967	1
3.1599e-13	0.0061797	0.012359	0.018539	0.024719	0.030898	0.037078	0.043258	0.049437	0.055617	0.061797	0.067977	0.074156	0.080336	0.086516	0.092695	0.098875	0.10505	0.11123	0.11741	0.12359	0.12977	0.13595	0.14213	0.14831	0.15449	0.16067	0.16685	0.17303	0.17921	0.18539	0.19157	0.19775	0.20393	0.21011	0.21629	0.22247	0.22865	0.23483	0.24101	0.24719	0.25337	0.25955	0.26573	0.27191	0.27809	0.28427	0.29045	0.29662	0.3028	0.30898	0.31516	0.32134	0.32752	0.3337	0.33988	0.34606	0.35224	0.35842	0.3646	0.37078	0.37696	0.38314	0.38932	0.3955	0.40168	0.40786	0.41404	0.42022	0.4264	0.43258	0.43876	0.44494	0.45112	0.4573	0.46348	0.46966	0.47584	0.48202	0.48819	0.49437	0.50055	0.50673	0.51291	0.51909	0.52527	0.53145	0.53763	0.54381	0.54999	0.55617	0.56235	0.56853	0.57471	0.58089	0.58707	0.59325	0.59943	0.60561	0.61179	0.61797	0.62415	0.63033	0.63651	0.64269	0.64887	0.65505	0.66123	0.66741	0.67359	0.67976	0.68594	0.69212	0.6983	0.70448	0.71066	0.71683	0.72301	0.72918	0.73535	0.74152	0.74768	0.75383	0.75998	0.76612	0.77225	0.77837	0.78448	0.79057	0.79662	0.80264	0.80859	0.81446	0.82023	0.82587	0.83135	0.83665	0.84175	0.84664	0.85131	0.85578	0.86006	0.86415	0.86807	0.87185	0.87549	0.87902	0.88246	0.88581	0.88908	0.89228	0.8954	0.89846	0.90143	0.90432	0.90713	0.90985	0.9125	0.91508	0.91759	0.92004	0.92242	0.92474	0.92699	0.92915	0.93121	0.93316	0.93498	0.93668	0.93824	0.93967	0.94097	0.94216	0.94325	0.94424	0.94516	0.946	0.94678	0.94752	0.94822	0.94889	0.94955	0.9502	0.95086	0.95155	0.95227	0.95305	0.95393	0.95493	0.95611	0.95754	0.95929	0.96148	0.96422	0.96759	0.97167	0.97645	0.98184	0.9877	0.99382	1
-5.0141e-13	0.0058066	0.011613	0.01742	0.023227	0.029033	0.03484	0.040647	0.046453	0.05226	0.058066	0.063873	0.06968	0.075486	0.081293	0.0871	0.092906	0.098713	0.10452	0.11033	0.11613	0.12194	0.12775	0.13355	0.13936	0.14517	0.15097	0.15678	0.16259	0.16839	0.1742	0.18001	0.18581	0.19162	0.19743	0.20323	0.20904	0.21485	0.22065	0.22646	0.23227	0.23807	0.24388	0.24969	0.25549	0.2613	0.26711	0.27291	0.27872	0.28453	0.29033	0.29614	0.30195	0.30775	0.31356	0.31937	0.32517	0.33098	0.33679	0.34259	0.3484	0.35421	0.36001	0.36582	0.37163	0.37743	0.38324	0.38905	0.39485	0.40066	0.40647	0.41227	0.41808	0.42389	0.42969	0.4355	0.44131	0.44711	0.45292	0.45873	0.46453	0.47034	0.47614	0.48195	0.48776	0.49356	0.49937	0.50518	0.51098	0.51679	0.5226	0.5284	0.53421	0.54002	0.54582	0.55163	0.55744	0.56324	0.56905	0.57486	0.58066	0.58647	0.59228	0.59808	0.60388	0.60965	0.61538	0.62105	0.62663	0.63208	0.63736	0.64243	0.64727	0.65182	0.65607	0.65999	0.66355	0.66674	0.66955	0.67197	0.67403	0.67576	0.67719	0.67838	0.67937	0.68019	0.68089	0.68149	0.68201	0.68248	0.6829	0.6833	0.68367	0.68404	0.68441	0.68479	0.68518	0.68561	0.68608	0.68662	0.68724	0.68798	0.68887	0.68999	0.69139	0.69317	0.69544	0.69829	0.70181	0.70598	0.71075	0.71595	0.72146	0.72714	0.7329	0.7387	0.74451	0.75031	0.75612	0.76193	0.76773	0.77354	0.77935	0.78515	0.79096	0.79677	0.80257	0.80838	0.81419	0.81999	0.8258	0.83161	0.83741	0.84322	0.84903	0.85483	0.86064	0.86645	0.87225	0.87806	0.88387	0.88967	0.89548	0.90129	0.90709	0.9129	0.91871	0.92451	0.93032	0.93613	0.94193	0.94774	0.95355	0.95935	0.96516	0.97097	0.97677	0.98258	0.98839	0.99419	1
1.3379e-13	0.006013	0.012026	0.018039	0.024052	0.030065	0.036078	0.042091	0.048104	0.054117	0.06013	0.066143	0.072155	0.078168	0.084181	0.090194	0.096207	0.10222	0.10823	0.11425	0.12026	0.12627	0.13229	0.1383	0.14431	0.15032	0.15634	0.16235	0.16836	0.17438	0.18039	0.1864	0.19241	0.19843	0.20444	0.21045	0.21646	0.22248	0.22849	0.2345	0.24052	0.24653	0.25254	0.25855	0.26457	0.27058	0.27659	0.28261	0.28862	0.29463	0.30064	0.30666	0.31267	0.31868	0.3247	0.33071	0.33672	0.34273	0.34875	0.35476	0.36077	0.36679	0.3728	0.37881	0.38483	0.39084	0.39685	0.40286	0.40888	0.41489	0.4209	0.42692	0.43293	0.43894	0.44496	0.45097	0.45698	0.46299	0.46897	0.47493	0.48084	0.48666	0.49234	0.49782	0.50303	0.5079	0.51236	0.51637	0.51991	0.52298	0.52561	0.52784	0.52973	0.53133	0.53269	0.53386	0.53487	0.53575	0.53654	0.53726	0.53792	0.53854	0.53915	0.53974	0.54034	0.54097	0.54163	0.54233	0.54306	0.54383	0.54463	0.54542	0.54617	0.54688	0.54753	0.54814	0.54872	0.54929	0.54988	0.55051	0.55121	0.55203	0.55303	0.55429	0.55592	0.55805	0.56083	0.56448	0.56931	0.57506	0.58105	0.58706	0.59307	0.59909	0.6051	0.61111	0.61712	0.62314	0.62915	0.63516	0.64118	0.64719	0.6532	0.65921	0.66523	0.67124	0.67725	0.68327	0.68928	0.69529	0.70131	0.70732	0.71333	0.71934	0.72536	0.73137	0.73738	0.7434	0.74941	0.75542	0.76144	0.76745	0.77346	0.77947	0.78549	0.7915	0.79751	0.80353	0.80954	0.81555	0.82156	0.82758	0.83359	0.83959	0.84559	0.85159	0.85757	0.86354	0.86949	0.87543	0.88134	0.88724	0.89311	0.89897	0.90482	0.91067	0.91653	0.92239	0.92828	0.93418	0.9401	0.94604	0.952	0.95797	0.96396	0.96996	0.97596	0.98197	0.98798	0.99399	1
6.0482e-14	0.0093708	0.018742	0.028112	0.037483	0.046854	0.056225	0.065596	0.074966	0.084337	0.093708	0.10308	0.11245	0.1218	0.13114	0.14043	0.14963	0.15871	0.16758	0.17618	0.18443	0.19224	0.19957	0.20638	0.21267	0.21845	0.22376	0.22866	0.23318	0.23737	0.24128	0.24495	0.24841	0.25169	0.2548	0.25777	0.26062	0.26334	0.26597	0.2685	0.27095	0.27333	0.27564	0.2779	0.28011	0.28227	0.28439	0.28648	0.28852	0.29053	0.29251	0.29444	0.29635	0.29822	0.30005	0.30184	0.3036	0.30532	0.307	0.30864	0.31024	0.3118	0.31331	0.31477	0.31619	0.31756	0.31888	0.32016	0.32138	0.32256	0.32369	0.32478	0.32582	0.32683	0.3278	0.32874	0.32964	0.33053	0.3314	0.33226	0.33312	0.33398	0.33486	0.33577	0.33672	0.33773	0.33881	0.34001	0.34135	0.34287	0.34462	0.34668	0.3491	0.35196	0.35528	0.35903	0.3631	0.3673	0.37143	0.37536	0.379	0.38234	0.38541	0.38824	0.39088	0.39337	0.39574	0.39802	0.40026	0.40247	0.40467	0.40691	0.4092	0.41157	0.41407	0.41672	0.41959	0.42272	0.42618	0.43004	0.43439	0.43931	0.44487	0.4511	0.45802	0.46559	0.47372	0.4823	0.49121	0.50034	0.50959	0.51892	0.52828	0.53764	0.54702	0.55639	0.56576	0.57513	0.5845	0.59387	0.60324	0.61261	0.62198	0.63135	0.64072	0.65009	0.65946	0.66884	0.67821	0.68758	0.69695	0.70632	0.71569	0.72506	0.73443	0.7438	0.75317	0.76254	0.7719	0.78123	0.79051	0.79967	0.80864	0.8173	0.82555	0.83328	0.84038	0.84681	0.85258	0.85771	0.86228	0.86637	0.87005	0.8734	0.8765	0.87941	0.88218	0.88486	0.88749	0.8901	0.89273	0.89542	0.89819	0.90109	0.90413	0.90736	0.91081	0.91454	0.91857	0.92296	0.92775	0.93299	0.93869	0.94489	0.95157	0.95873	0.96633	0.97431	0.98262	0.9912	1
-3.042e-13	0.0080295	0.016059	0.024089	0.032118	0.040148	0.048177	0.056207	0.064236	0.072266	0.080295	0.088325	0.096354	0.10438	0.11241	0.12044	0.12847	0.1365	0.14453	0.15256	0.16059	0.16862	0.17665	0.18468	0.19271	0.20074	0.20877	0.2168	0.22482	0.23271	0.24012	0.24659	0.25204	0.25636	0.25948	0.26171	0.26337	0.26463	0.26561	0.26641	0.26708	0.26766	0.26818	0.26868	0.26918	0.2697	0.27026	0.27089	0.27165	0.27258	0.27379	0.27539	0.27759	0.28061	0.28471	0.29037	0.29773	0.30575	0.31378	0.32181	0.32984	0.33787	0.3459	0.35393	0.36196	0.36999	0.37802	0.38604	0.39407	0.4021	0.41013	0.41816	0.42619	0.43422	0.44225	0.45028	0.45831	0.46634	0.47437	0.4824	0.49043	0.49846	0.50649	0.51452	0.52255	0.53058	0.53861	0.54664	0.55466	0.56269	0.57072	0.57875	0.58678	0.59481	0.60282	0.61079	0.61869	0.62645	0.63397	0.64113	0.64781	0.65388	0.65928	0.66396	0.66797	0.67138	0.67426	0.67672	0.67882	0.68065	0.68225	0.68368	0.68497	0.68615	0.68726	0.68829	0.68928	0.69023	0.69115	0.69205	0.69294	0.69382	0.69469	0.69555	0.69642	0.69729	0.69815	0.69902	0.69989	0.70077	0.70164	0.70253	0.70341	0.70431	0.70521	0.70612	0.70704	0.70797	0.70891	0.70986	0.71083	0.71181	0.71281	0.71383	0.71487	0.71594	0.71703	0.71816	0.71932	0.72051	0.72175	0.72303	0.72436	0.72575	0.72721	0.72873	0.73034	0.73204	0.73384	0.73576	0.7378	0.74	0.74236	0.74492	0.7477	0.75072	0.75403	0.75765	0.76163	0.766	0.77079	0.77602	0.7817	0.78783	0.79438	0.80131	0.80856	0.81606	0.82375	0.83158	0.8395	0.84747	0.85548	0.8635	0.87153	0.87956	0.88759	0.89562	0.90365	0.91168	0.9197	0.92773	0.93576	0.94379	0.95182	0.95985	0.96788	0.97591	0.98394	0.99197	1
-1.4663e-13	0.0013932	0.002785	0.0041752	0.0055637	0.0069505	0.0083358	0.00972	0.011103	0.012487	0.013872	0.015258	0.016649	0.018045	0.019448	0.02086	0.022284	0.023723	0.02518	0.026659	0.028165	0.029704	0.031284	0.032915	0.034607	0.036377	0.038241	0.040222	0.042348	0.044652	0.047173	0.04996	0.053068	0.056557	0.060492	0.064933	0.069927	0.075496	0.081629	0.088278	0.095363	0.10279	0.11046	0.11828	0.12621	0.13418	0.14218	0.15018	0.15819	0.16619	0.1742	0.1822	0.19021	0.19821	0.20622	0.21422	0.22223	0.23023	0.23824	0.24624	0.25425	0.26225	0.27026	0.27826	0.28627	0.29428	0.30228	0.31029	0.31829	0.3263	0.3343	0.34231	0.35031	0.35832	0.36632	0.37433	0.38233	0.39031	0.39825	0.40609	0.41373	0.42104	0.42784	0.43398	0.43931	0.4438	0.44748	0.45046	0.45286	0.45481	0.45642	0.45776	0.45891	0.45992	0.46083	0.46166	0.46246	0.46323	0.46401	0.46481	0.46567	0.46661	0.46766	0.46888	0.47033	0.47207	0.47418	0.47671	0.47965	0.48285	0.48607	0.48905	0.49165	0.49386	0.49572	0.49729	0.49865	0.49985	0.50092	0.50192	0.50285	0.50376	0.50466	0.50556	0.50648	0.50745	0.50847	0.50957	0.51076	0.51205	0.51347	0.51504	0.51676	0.51867	0.52077	0.52308	0.52564	0.52845	0.53156	0.53498	0.53876	0.54293	0.54753	0.55259	0.55814	0.56416	0.57064	0.57754	0.58478	0.5923	0.60001	0.60785	0.61578	0.62376	0.63176	0.63977	0.64777	0.65578	0.66378	0.67179	0.67979	0.6878	0.6958	0.70381	0.71181	0.71982	0.72783	0.73583	0.74384	0.75184	0.75985	0.76785	0.77586	0.78386	0.79187	0.79987	0.80788	0.81588	0.82389	0.83189	0.8399	0.8479	0.85591	0.86391	0.87192	0.87992	0.88793	0.89593	0.90394	0.91194	0.91995	0.92795	0.93596	0.94396	0.95197	0.95997	0.96798	0.97598	0.98399	0.99199	1
2.7606e-13	0.0056392	0.011278	0.016918	0.022557	0.028196	0.033835	0.039475	0.045114	0.050753	0.056392	0.062031	0.067671	0.07331	0.078949	0.084588	0.090228	0.095867	0.10151	0.10715	0.11278	0.11842	0.12406	0.1297	0.13534	0.14098	0.14662	0.15226	0.1579	0.16354	0.16918	0.17482	0.18046	0.18609	0.19173	0.19737	0.20301	0.20865	0.21429	0.21993	0.22557	0.23121	0.23685	0.24249	0.24813	0.25377	0.2594	0.26504	0.27068	0.27632	0.28196	0.2876	0.29324	0.29888	0.30452	0.31016	0.3158	0.32144	0.32707	0.33271	0.33835	0.34399	0.34963	0.35527	0.36091	0.36655	0.37219	0.37783	0.38347	0.38911	0.39475	0.40038	0.40602	0.41166	0.4173	0.42294	0.42858	0.43422	0.43986	0.4455	0.45111	0.45637	0.46069	0.46398	0.46649	0.4684	0.46984	0.47093	0.47179	0.47249	0.47307	0.47359	0.47406	0.47451	0.47495	0.47541	0.4759	0.47644	0.47705	0.47775	0.47858	0.47958	0.48079	0.48231	0.4842	0.48647	0.48912	0.49218	0.49564	0.49943	0.50349	0.50774	0.51213	0.51663	0.52123	0.52592	0.5307	0.53558	0.54053	0.54558	0.55071	0.55591	0.56119	0.56654	0.57195	0.57742	0.58293	0.58848	0.59406	0.59966	0.60527	0.6109	0.61653	0.62217	0.62781	0.63345	0.63909	0.64473	0.65037	0.65601	0.66165	0.66729	0.67293	0.67856	0.6842	0.68984	0.69548	0.70112	0.70676	0.7124	0.71804	0.72368	0.72932	0.73496	0.7406	0.74623	0.75187	0.75751	0.76315	0.76879	0.77443	0.78007	0.78571	0.79135	0.79699	0.80263	0.80827	0.81391	0.81954	0.82518	0.83082	0.83646	0.8421	0.84774	0.85338	0.85902	0.86466	0.8703	0.87594	0.88158	0.88722	0.89285	0.89849	0.90413	0.90977	0.91541	0.92105	0.92669	0.93233	0.93797	0.94361	0.94925	0.95489	0.96053	0.96616	0.9718	0.97744	0.98308	0.98872	0.99436	1
2.7645e-13	0.0055029	0.011006	0.016509	0.022012	0.027514	0.033017	0.03852	0.044023	0.049526	0.055029	0.060532	0.066035	0.071538	0.077041	0.082543	0.088046	0.093549	0.099052	0.10456	0.11006	0.11556	0.12106	0.12657	0.13207	0.13757	0.14308	0.14858	0.15408	0.15958	0.16509	0.17059	0.17609	0.1816	0.1871	0.1926	0.1981	0.20361	0.20911	0.21461	0.22012	0.22562	0.23112	0.23662	0.24213	0.24763	0.25313	0.25864	0.26414	0.26964	0.27514	0.28065	0.28615	0.29165	0.29716	0.30266	0.30816	0.31367	0.31917	0.32467	0.33017	0.33568	0.34118	0.34668	0.35219	0.35769	0.36319	0.36869	0.3742	0.3797	0.3852	0.39071	0.39621	0.40171	0.40721	0.41272	0.41822	0.42372	0.42923	0.43473	0.44023	0.44573	0.45124	0.45674	0.46224	0.46775	0.47325	0.47875	0.48426	0.48976	0.49526	0.50076	0.50627	0.51177	0.51727	0.52278	0.52828	0.53378	0.53928	0.54479	0.55029	0.55579	0.5613	0.5668	0.5723	0.5778	0.58331	0.58881	0.59431	0.59982	0.60532	0.61082	0.61632	0.62183	0.62733	0.63283	0.63834	0.64384	0.64934	0.65484	0.66035	0.66585	0.67135	0.67686	0.68236	0.68786	0.69337	0.69887	0.70437	0.70987	0.71537	0.72085	0.72631	0.73173	0.73708	0.74233	0.74742	0.75233	0.75698	0.76136	0.76543	0.76918	0.77263	0.77578	0.77868	0.78134	0.78382	0.78613	0.7883	0.79038	0.79237	0.79431	0.79621	0.79808	0.79995	0.80183	0.80372	0.80565	0.80763	0.80967	0.81178	0.81397	0.81627	0.8187	0.82126	0.82397	0.82687	0.82997	0.83329	0.83685	0.84066	0.84474	0.84906	0.85363	0.85842	0.86339	0.86853	0.87378	0.87913	0.88454	0.88999	0.89547	0.90096	0.90645	0.91195	0.91746	0.92296	0.92846	0.93397	0.93947	0.94497	0.95047	0.95598	0.96148	0.96698	0.97249	0.97799	0.98349	0.98899	0.9945	1
-5.174e-14	0.0071076	0.014215	0.021323	0.02843	0.035538	0.042646	0.049753	0.056861	0.063968	0.071076	0.078184	0.085291	0.092399	0.099506	0.10661	0.11372	0.12083	0.12794	0.13504	0.14215	0.14926	0.15637	0.16347	0.17058	0.17769	0.1848	0.19191	0.19901	0.20612	0.21323	0.22034	0.22744	0.23455	0.24166	0.24877	0.25587	0.26298	0.27009	0.2772	0.2843	0.29141	0.29852	0.30563	0.31273	0.31984	0.32695	0.33406	0.34117	0.34827	0.35538	0.36249	0.3696	0.3767	0.38381	0.39092	0.39803	0.40513	0.41224	0.41935	0.42646	0.43356	0.44067	0.44778	0.45489	0.46199	0.4691	0.47621	0.48332	0.49042	0.49753	0.50464	0.51175	0.51886	0.52596	0.53307	0.54018	0.54729	0.55439	0.5615	0.56861	0.57572	0.58282	0.58993	0.59704	0.60415	0.61125	0.61836	0.62547	0.63258	0.63968	0.64679	0.6539	0.66101	0.66811	0.67522	0.68233	0.68944	0.69655	0.70365	0.71076	0.71787	0.72498	0.73208	0.73919	0.7463	0.75341	0.76051	0.76762	0.77473	0.78184	0.78894	0.79605	0.80316	0.81027	0.81737	0.82448	0.83159	0.8387	0.8458	0.85291	0.86002	0.86713	0.87424	0.88134	0.88845	0.89556	0.90266	0.90975	0.91678	0.92365	0.93021	0.93626	0.9416	0.94612	0.94979	0.9527	0.955	0.9568	0.95824	0.9594	0.96036	0.96117	0.96187	0.9625	0.96306	0.96358	0.96407	0.96454	0.96499	0.96544	0.96589	0.96633	0.96678	0.96723	0.96769	0.96816	0.96863	0.96911	0.96959	0.97009	0.97059	0.9711	0.97161	0.97213	0.97265	0.97318	0.97372	0.97426	0.97481	0.97537	0.97594	0.97652	0.97711	0.97771	0.97832	0.97895	0.97958	0.98023	0.98089	0.98157	0.98226	0.98298	0.9837	0.98445	0.98522	0.98601	0.98682	0.98766	0.98853	0.98942	0.99035	0.99131	0.99229	0.99331	0.99436	0.99544	0.99655	0.99768	0.99883	1
